,Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
540,91,4,847,10,1275,1,2228,0.2228,0.43538315657587895,0.15037358496470246,0.4534530647205683
541,92,4,850,10,1278,1,2235,0.2235,0.4359237207535461,0.15096665695090494,0.4530522834258061
542,92,4,851,10,1282,1,2240,0.224,0.4367037825147745,0.15119273777786008,0.45338693318901546
543,94,4,856,10,1283,1,2248,0.2248,0.43636252438567663,0.15102886729242457,0.45213940415577714
544,94,4,856,10,1285,1,2250,0.225,0.43649010390558435,0.15111750273522337,0.4523756825646224
545,94,4,858,10,1288,1,2255,0.2255,0.43627843281638223,0.1508112670386961,0.452455623064205
546,94,4,858,10,1289,1,2256,0.2256,0.4364721938812445,0.15111815779942087,0.452573257778692
547,94,4,858,10,1290,1,2257,0.2257,0.43660489547407505,0.15089896748363046,0.45269076336509234
548,94,4,861,10,1293,1,2263,0.2263,0.4362792448595191,0.15037283378194913,0.45263346365832263
549,94,4,862,10,1294,1,2265,0.2265,0.43609251994139314,0.1502043317919991,0.452614428519738
550,94,4,863,10,1295,1,2267,0.2267,0.4364865585726513,0.15081483058054576,0.45259542562585625
551,94,4,867,10,1297,1,2273,0.2273,0.4364956903266018,0.15080986324938803,0.45228619637264805
552,94,4,868,10,1298,1,2275,0.2275,0.43647806829725,0.15063358335264249,0.4522675301305914
553,94,4,871,10,1298,1,2278,0.2278,0.4369687344972934,0.1502387117922456,0.4518615193191467
554,95,4,872,10,1299,1,2281,0.2281,0.43707538743738833,0.15062606673721224,0.45150934742304427
555,96,4,876,10,1300,1,2287,0.2287,0.4370636511555549,0.15035628352528485,0.45075424851404894
556,96,4,878,10,1304,1,2293,0.2293,0.4378818281480874,0.1501788365505877,0.45095340135837897
557,96,4,880,10,1305,1,2296,0.2296,0.4384368670658993,0.1505614540799706,0.4508020075540727
558,97,4,881,10,1305,1,2298,0.2298,0.4384009658073247,0.1501248999188604,0.4503367251581487
559,97,4,882,10,1310,1,2304,0.2304,0.4385134401750388,0.14984469912358273,0.4507859214813427
560,97,4,882,10,1311,1,2305,0.2305,0.43857632332447793,0.14988519191487945,0.4509021222185181
561,97,4,883,10,1311,1,2306,0.2306,0.4387548926285906,0.15018394510582012,0.45076873630437797
562,97,4,884,10,1312,1,2308,0.2308,0.43937898494489996,0.15052247086556675,0.4507515797658089
563,97,4,884,10,1312,1,2308,0.2308,0.43937898494489996,0.15052247086556675,0.4507515797658089
564,97,4,887,11,1312,1,2312,0.2312,0.4404533573689418,0.15144828289989581,0.4502192879847544
565,98,4,890,11,1314,1,2318,0.2318,0.44179827081381484,0.15142566370467178,0.4497248168526246
566,98,4,892,11,1314,1,2320,0.232,0.442184368694291,0.15176044298387248,0.4494600305340392
567,98,4,892,11,1317,1,2323,0.2323,0.44260138348893197,0.15187605587643807,0.4498084117239454
568,98,4,893,11,1319,1,2326,0.2326,0.4429076994911763,0.15199088361205196,0.449907952260002
569,99,4,893,11,1321,1,2329,0.2329,0.4434630534437152,0.15236121252211918,0.44981222855311565
570,99,4,893,11,1324,1,2332,0.2332,0.4438296348382185,0.15298624618196432,0.4501585453210562
571,99,4,895,11,1327,1,2337,0.2337,0.4439891716658312,0.1529163941569177,0.4502406540834869
572,100,4,897,11,1327,1,2340,0.234,0.4443185818078889,0.15353077628526732,0.4496524859822994
573,100,4,899,11,1328,1,2343,0.2343,0.44502272254301295,0.15418583900880237,0.4495054446485236
574,100,4,902,12,1331,1,2350,0.235,0.4460025836835888,0.15443673901829533,0.4493273015804933
575,100,4,904,12,1332,1,2353,0.2353,0.44609275478054716,0.15428883091006163,0.4491811874942437
576,100,4,905,12,1333,2,2356,0.2356,0.44646994773375404,0.15413377154778107,0.44928035120872334
577,100,4,906,12,1335,2,2359,0.2359,0.44705191687584556,0.15449269942090907,0.4493792486006393
578,100,4,907,12,1337,2,2362,0.2362,0.44670961924139885,0.15383678698124895,0.4494778807414404
579,100,4,908,12,1337,2,2363,0.2363,0.4466204203815386,0.1536183283194506,0.4493479566673573
580,101,4,909,12,1338,2,2366,0.2366,0.4464101817528213,0.15296348686596728,0.44901052929150936
581,101,4,910,12,1341,2,2370,0.237,0.44662035599535604,0.1528497205649799,0.4492234383778199
582,101,4,910,12,1343,2,2372,0.2372,0.4468693402237706,0.1529188631796037,0.44945118551548974
583,102,4,913,12,1343,2,2376,0.2376,0.44687160634928114,0.15280396405933738,0.4487428945090839
584,102,4,914,12,1344,2,2378,0.2378,0.4469630911550103,0.15287228573156714,0.44872785718693403
585,102,4,915,12,1346,2,2381,0.2381,0.44675558083502603,0.15297415105742337,0.4488266099583719
586,102,4,915,12,1348,2,2383,0.2383,0.44677930567262775,0.15279005427462794,0.4490537855404481
587,102,4,917,12,1348,2,2385,0.2385,0.4466741015314243,0.15235454137551885,0.4487964886332086
588,102,4,917,12,1350,2,2387,0.2387,0.4464917053596299,0.15191937750767515,0.44902332901729736
589,102,4,917,12,1351,2,2388,0.2388,0.44678854953372976,0.15245544768878888,0.44913657216657227
590,102,4,919,12,1351,2,2390,0.239,0.44692384667259044,0.15277331546175768,0.4488797764332116
591,103,4,921,12,1351,2,2393,0.2393,0.4472669414325625,0.15262199314545877,0.44830511721734156
592,103,4,923,12,1353,2,2397,0.2397,0.44722378757869363,0.15200251460986594,0.4482759726014196
593,104,4,925,12,1355,2,2402,0.2402,0.44723353960853957,0.15192361111111113,0.44792998316584853
594,104,4,925,12,1356,2,2403,0.2403,0.4471687470750361,0.15170636645561553,0.4480431770192557
595,104,4,926,12,1359,2,2407,0.2407,0.4470368358829897,0.1513443606815845,0.44825473177293923
596,104,4,926,12,1361,2,2409,0.2409,0.4466653885744039,0.15091048183683478,0.4484801360261912
597,104,4,927,12,1362,2,2411,0.2411,0.4466335645351835,0.15072619671616863,0.4484655121388001
598,104,4,928,12,1362,2,2412,0.2412,0.4467564788830349,0.15075864280630352,0.448338432560856
599,104,4,930,12,1364,2,2416,0.2416,0.44768224503104376,0.1511225606897636,0.4483094657415381
600,104,4,931,12,1365,2,2418,0.2418,0.44859180324826015,0.15181504883627026,0.4482950169575566
601,104,4,933,12,1368,2,2423,0.2423,0.44926788870407214,0.15197224531612682,0.4483782572460934
602,105,4,935,12,1369,2,2427,0.2427,0.45003181926893265,0.15209657863963438,0.4479237714312682
603,105,5,935,12,1371,2,2430,0.243,0.4506642817186474,0.15265382511006861,0.4478344808691069
604,105,5,936,12,1374,2,2434,0.2434,0.4510469610798558,0.1523701643570127,0.448044080211863
